url,rating,title,pros,cons,advice,reviewer,datetime,language,id,culture_and_values_rating,diversity_and_inclusion_rating,work_life_balance_rating,senior_management_rating,compensation_and_benefits_rating,career_opportunities_rating,location,is_current_job,rating_ceo,rating_business_outlook,rating_recommend_to_friend
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90474746.htm,4,Great culture and compensation,Great culture. Good compensation. Work from home options.,The projects may be not the most challenging ones and you may end up doing some really boring work.,,Senior Software Engineer,2024-08-27T16:01:51.960,en,90474746,4,5,5,4,5,4,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90467432.htm,4,Ready to deal with several personalities with ego,"pay, benefits, stocks, culture and airbnb credit","odd hours matching pacific time, No weekends",,Senior Safety Specialist,2024-08-27T11:57:20.050,en,90467432,5,5,0,3,0,0,,False,APPROVE,NEUTRAL,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90443282.htm,5,Great place to stay,"Great remote policy, package, wlb","Stock price unpredictable, top down culture",,Senior Software Engineer,2024-08-26T20:45:08.350,en,90443282,4,5,5,4,4,4,,True,APPROVE,,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90420029.htm,5,Great company,"Benefits
Team engagement
Days off 
Volunteer time 
Leave for sickness/ Mat leave / Pat leave",Salary can be low for time,,Customer Serivice Representative,2024-08-26T06:59:40.917,en,90420029,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90401906.htm,4,Great place to work,"Great company culture, good level of salary and benefit",Strategical decision made by a super small group,,Communication Lead,2024-08-25T13:01:18.140,en,90401906,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90366252.htm,5,Great company,Great benefits / great atmosphere and culture,No real cons. All good.,,Regulatory Response Associate,2024-08-23T13:15:00.653,en,90366252,5,5,5,5,5,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90334634.htm,4,Great place to work,"On time salary
Yearly increments 
Other allowances
WFH",Work hard and exceptional performance required for promotions,,Claims Specialist,2024-08-22T14:14:47.840,en,90334634,4,4,4,4,4,4,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90334561.htm,5,Wonderful experience,"Care about their people, Food, Swag, Fun, Amazing office","Work/life balance, Intense goals, Sometimes understaffed",,Customer Experience Manager,2024-08-22T14:12:43.020,en,90334561,5,5,2,3,5,4,,False,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90314180.htm,4,Good company,great benefits and nice colleagues,salaries are lower than other departments,,Customer Service,2024-08-22T03:59:42.997,en,90314180,4,5,5,3,4,3,,True,APPROVE,POSITIVE,POSITIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90250336.htm,5,Amazing company to work for,"Good culture
Remote work
Leadership",Horizontal teams that might require late night collab,,Engineering Manager,2024-08-20T06:41:22.313,en,90250336,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90175744.htm,2,"Great pay, questionable management ","great pay
bonuses 
Great benefits","Management questionable
Little room for growth
strenouous",Make friends in different departments,Escalation Specialist,2024-08-17T09:20:17.630,en,90175744,3,3,3,2,4,2,,False,DISAPPROVE,NEGATIVE,NEGATIVE
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90166768.htm,4,Decent compensation and work life balance,Remote work friendly and good benefits,Some projects move slowly because of tech debt,,Senior Software Engineer,2024-08-16T20:38:36.213,en,90166768,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW90163772.htm,4,Positive overall,Work life balance depending on role,External hires instead of hiring from within,,Senior Manager,2024-08-16T16:36:16.030,en,90163772,0,0,0,0,0,0,,True,,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW89937789.htm,5,Good learning experience ,"Great perks
Pretty office 
Good food
Great events","Toxic
Lack of growth
Monotonous",,Trainer,2024-08-09T04:14:09.567,en,89937789,4,5,3,2,4,3,,False,APPROVE,,NEGATIVE
